Composite Element REF	Hugo_Symbol	Group	TCGA-3G-AB0O-01	TCGA-3G-AB0Q-01	TCGA-3G-AB0T-01	TCGA-3G-AB14-01	TCGA-3G-AB19-01	TCGA-3Q-A9WF-01	TCGA-3S-A8YW-01	TCGA-3S-AAYX-01	TCGA-3T-AA9L-01	TCGA-4V-A9QI-01	TCGA-4V-A9QJ-01	TCGA-4V-A9QL-01	TCGA-4V-A9QM-01	TCGA-4V-A9QN-01	TCGA-4V-A9QQ-01	TCGA-4V-A9QR-01	TCGA-4V-A9QS-01	TCGA-4V-A9QT-01	TCGA-4V-A9QU-01	TCGA-4V-A9QW-01	TCGA-4V-A9QX-01	TCGA-4X-A9F9-01	TCGA-4X-A9FA-01	TCGA-4X-A9FB-01	TCGA-4X-A9FC-01	TCGA-4X-A9FD-01	TCGA-5G-A9ZZ-01	TCGA-5K-AAAP-01	TCGA-5U-AB0D-01	TCGA-5U-AB0E-01	TCGA-5U-AB0F-01	TCGA-5V-A9RR-01	TCGA-X7-A8D6-01	TCGA-X7-A8D7-01	TCGA-X7-A8D8-01	TCGA-X7-A8D9-01	TCGA-X7-A8DB-01	TCGA-X7-A8DC-01	TCGA-X7-A8DD-01	TCGA-X7-A8DE-01	TCGA-X7-A8DF-01	TCGA-X7-A8DG-01	TCGA-X7-A8DI-01	TCGA-X7-A8DJ-01	TCGA-X7-A8M0-01	TCGA-X7-A8M1-01	TCGA-X7-A8M3-01	TCGA-X7-A8M4-01	TCGA-X7-A8M5-01	TCGA-X7-A8M6-01	TCGA-X7-A8M7-01	TCGA-X7-A8M8-01	TCGA-XH-A853-01	TCGA-XM-A8R8-01	TCGA-XM-A8R9-01	TCGA-XM-A8RB-01	TCGA-XM-A8RC-01	TCGA-XM-A8RD-01	TCGA-XM-A8RE-01	TCGA-XM-A8RF-01	TCGA-XM-A8RG-01	TCGA-XM-A8RH-01	TCGA-XM-A8RI-01	TCGA-XM-A8RL-01	TCGA-XM-AAZ1-01	TCGA-XM-AAZ2-01	TCGA-XM-AAZ3-01	TCGA-XU-A92O-01	TCGA-XU-A92Q-01	TCGA-XU-A92R-01	TCGA-XU-A92T-01	TCGA-XU-A92U-01	TCGA-XU-A92V-01	TCGA-XU-A92W-01	TCGA-XU-A92X-01	TCGA-XU-A92Y-01	TCGA-XU-A92Z-01	TCGA-XU-A930-01	TCGA-XU-A931-01	TCGA-XU-A932-01	TCGA-XU-A933-01	TCGA-XU-A936-01	TCGA-XU-AAXW-01	TCGA-XU-AAXX-01	TCGA-XU-AAXY-01	TCGA-XU-AAXZ-01	TCGA-XU-AAY0-01	TCGA-XU-AAY1-01	TCGA-YT-A95D-01	TCGA-YT-A95E-01	TCGA-YT-A95F-01	TCGA-YT-A95G-01	TCGA-YT-A95H-01	TCGA-ZB-A961-01	TCGA-ZB-A962-01	TCGA-ZB-A963-01	TCGA-ZB-A964-01	TCGA-ZB-A965-01	TCGA-ZB-A966-01	TCGA-ZB-A969-01	TCGA-ZB-A96A-01	TCGA-ZB-A96B-01	TCGA-ZB-A96C-01	TCGA-ZB-A96D-01	TCGA-ZB-A96E-01	TCGA-ZB-A96F-01	TCGA-ZB-A96G-01	TCGA-ZB-A96H-01	TCGA-ZB-A96I-01	TCGA-ZB-A96K-01	TCGA-ZB-A96L-01	TCGA-ZB-A96M-01	TCGA-ZB-A96O-01	TCGA-ZB-A96P-01	TCGA-ZB-A96Q-01	TCGA-ZB-A96R-01	TCGA-ZB-A96V-01	TCGA-ZC-AAA7-01	TCGA-ZC-AAAA-01	TCGA-ZC-AAAF-01	TCGA-ZC-AAAH-01	TCGA-ZL-A9V6-01	TCGA-ZT-A8OM-01
cg00013618		BodyBody	0.930442196992559	0.940973679806347	0.888902905705235	0.903458723844618	0.898405147982012	0.934954019733685	0.910418622309248	0.945942709013603	0.96043129776174	0.921500664925417	0.952305408854423	0.926544596194782	0.942269365886089	0.925782501043666	0.945528458258331	0.922017418846623	0.93507944333721	0.942983651813543	0.934645580615583	0.936544514162331	0.946042648850964	0.907588824175953	0.930117630621122	0.929214896651082	0.944514360692035	0.920543926847967	0.869314873305012	0.925599085198274	0.844770919185705	0.89255004319749	0.940893814084912	0.94846195556425	0.910209231805134	0.945298494279438	0.928378194789785	0.934332082649842	0.92517647631471	0.940922635343522	0.939753042638703	0.943146905326109	0.941173153452648	0.936619672369438	0.926016329467737	0.945654943112183	0.797544842012087	0.929527111583794	0.92915634394702	0.947133267813192	0.885639893932704	0.942438389311569	0.930693087929172	0.938914060869844	0.932426548807122	0.706992864360542	0.881151192469539	0.932646018430747	0.909529561129618	0.920720135841642	0.936373647157127	0.921488022902832	0.918692696726537	0.947996563099191	0.824215262754229	0.928652449814704	0.902316508898749	0.954479418378363	0.739410344051612	0.9419177732218	0.923726746786953	0.953011381344174	0.944209954987088	0.94197034070636	0.921065106573861	0.93762559696227	0.909883900957107	0.92239992493248	0.906021380160312	0.599881078044821	0.931513357227055	0.934044403173072	0.872400030746797	0.790050470766574	0.90693569918925	0.939855022563488	0.930024886023375	0.865999318002545	0.946680889153581	0.921345329405675	0.937017185759386	0.933242858569016	0.93624640705283	0.943002609864681	0.930585572621485	0.893602042239596	0.912105293617792	0.943867959210977	0.934348247453955	0.854840222843543	0.910525633881972	0.915021744153302	0.950553965840137	0.944293901099083	0.938082110343947	0.946058041585411	0.936214419328468	0.93998418381638	0.948035975645034	0.929477272159538	0.914803919485678	0.898761786231343	0.935633076367977	0.930052845428203	0.949806642580658	0.942270795362585	0.949463064217179	0.936407414881457	0.846284374715718	0.869544225922425	0.914890639824079	0.932649348558673	0.928324692436568	0.890744971098888	0.93788712820578
cg00059930		NA	0.452307247150915	0.807754576277311	0.51549830831726	0.573273422878803	0.703230649538068	0.453967884087225	0.725490177874262	0.494231490862789	0.466527556426345	0.443937510234917	0.499590342978196	0.587320085821606	0.544014117465539	0.799656614868636	0.423899570311245	0.591171349862108	0.455027895181561	0.444955347654033	0.461533847078921	0.513939010192449	0.522721677684709	0.470122661189828	0.756066838597743	0.38055103427809	0.507668602880899	0.426208045913113	0.469966724358563	0.586167229062198	0.734548255754827	0.613701290849449	0.533159200358275	0.582993163865339	0.500814866038379	0.417804396205303	0.596715802538945	0.550060578454161	0.43915890655646	0.487097063237392	0.504321886555582	0.514308572719965	0.476670370708432	0.409680330804698	0.603064332146479	0.546265389861837	0.56615339618562	0.534494114022567	0.809551324613481	0.444725302290085	0.652089544203384	0.423091542290171	0.457057903215035	0.458327524494495	0.459100344307264	0.491245580852075	0.459965399601506	0.476827822690465	0.459290449808771	0.507179157267873	0.509085378069833	0.689928330006775	0.778715548819286	0.471117431136992	0.453304173611681	0.414251573542498	0.493130115432596	0.785887484337287	0.793958185298836	0.661901731142138	0.799663646081066	0.495219356437953	0.803987844292487	0.49470279242553	0.672876210463361	0.496380299871466	0.494386782517714	0.43054274294244	0.620549345871888	0.54470231061927	0.66734360124983	0.438022448508574	0.732819741135403	0.644911586866373	0.481511065931417	0.460747045164479	0.479773729915543	0.468727926396236	0.529017325258282	0.474377418932829	0.57873396997132	0.483974357614436	0.569228129290952	0.459848018607412	0.470453992883817	0.554381934069115	0.806752250621964	0.488314573241742	0.900635896185949	0.648796159294595	0.609845092217165	0.725559074954829	0.56471482219661	0.472575108789452	0.721673758365083	0.559167710903022	0.59281276960021	0.493022636936517	0.410712348745761	0.812452173099568	0.668846757990943	0.5404556168588	0.759495161217486	0.526079098382896	0.426670750080583	0.484037759559927	0.526437117008621	0.424399359974052	0.597611879209907	0.622700399619791	0.461015409920375	0.495155691425623	0.477766885051335	0.699861726960961	0.48485616520494
cg00061629		NA	0.061923520570443	0.117021916043216	0.115358573740446	0.417044333384592	0.0888833822306919	0.201390396477914	0.316496119182085	0.114518777576176	0.134220735076019	0.175888282614107	0.359641138215408	0.169844993382765	0.0769237166422145	0.152946294770263	0.206039024545907	0.259262845873588	0.175862898742911	0.0676165463560093	0.0870624651861957	0.108898907110538	0.1771834021413	0.289114035485479	0.0715208086508152	0.0966655660400877	0.147417311580674	0.145544439654839	0.186731716204076	0.0890931241509108	0.165569542520414	0.14116135331552	0.307039055769774	0.106310788275936	0.172733888278527	0.116981658003064	0.141213499476497	0.132840556768681	0.117919515728685	0.144853430275295	0.0849979238610944	0.135067445126698	0.165558497692673	0.0956977512398225	0.189080605676214	0.12454969660876	0.170632671207284	0.131499336144439	0.255018115425127	0.175157553675428	0.217051841926516	0.0937308280262836	0.239877084747116	0.0977642722578042	0.0702734108562121	0.176978653793516	0.266130271462795	0.0916704586951276	0.102123714047611	0.102252961914591	0.126855346632972	0.186180954935881	0.0789988316001397	0.125480881682188	0.217377184104487	0.0855134350791526	0.0828675343262835	0.0667695589673361	0.14621199733493	0.0817529817619374	0.228497868141029	0.107853339469927	0.0712676024563317	0.0740434465421482	0.0871035106145807	0.122290494541974	0.112576859012002	0.117325166431741	0.178752487134146	0.220844944660803	0.157144267626175	0.0770257436703643	0.269134484655272	0.203913370207609	0.150739040361035	0.124084932106932	0.0844934502331574	0.106491157690185	0.0864868343895753	0.094703333424992	0.0835886095820116	0.102683624552773	0.0489867330806411	0.103581705388621	0.0571685560250629	0.0797075867948001	0.136679826284353	0.104852732740847	0.0936968051893587	0.0495902609139584	0.638459438868023	0.124278745476881	0.0760821940373205	0.13068607051247	0.069548318373005	0.0959485104269706	0.0498813278801578	0.0865881046929788	0.0703081949453829	0.0703125168325223	0.0770353576657755	0.151284756183224	0.234733084593284	0.0539876510376206	0.105280575068769	0.0713275928750696	0.0600447614988201	0.0885935937584561	0.149713885174631	0.371125159390046	0.122044067069655	0.522870254411478	0.0678062900454165	0.0778064612912617	0.0967657001261832
cg00090147		Body	0.128639363168407	0.130024551025276	0.144851669657241	0.121304766498316	0.189932049591861	0.141758815375819	0.359716740463555	0.133270275350444	0.141502750172941	0.154202125658524	0.267792628245635	0.102499544599817	0.123622038251751	0.427876394223467	0.118486229915928	0.0882230726369338	0.147986982513692	0.135477198380422	0.106049732128408	0.137387662804099	0.121597720565203	0.139323421693911	0.132014836601448	0.145172397271735	0.148295126228661	0.146306186250184	0.145561630256862	0.107914651293346	0.127833021787465	0.144604823479367	0.253782370338287	0.116888231360809	0.123412689590975	0.129242213786321	0.117076006418157	0.184890317277553	0.187278217776058	0.186940059659517	0.122321446585504	0.151304200371488	0.191485854199506	0.118534670029912	0.157424437594457	0.155573467146249	0.249149332802147	0.101576397959565	0.778592417096299	0.213882770632845	0.102279759815096	0.143705042360131	0.135608814325853	0.150078200518646	0.173595598398125	0.195142161951198	0.157097263154111	0.143311860622968	0.138554335119952	0.153238933776632	0.118594198399216	0.363682186193478	0.0821227445977767	0.16372070466074	0.144012323842425	0.138093387402873	0.130242231734517	0.117289525830522	0.109409787196563	0.167205747790656	0.104333975697853	0.128727722339015	0.0944506781054588	0.135277128664922	0.0953300793905645	0.206669475710555	0.129515178705606	0.15210429976632	0.105305643375004	0.146398623203046	0.398267386822862	0.120973846223886	0.29569826532643	0.202711979807489	0.14934470730383	0.123298293679651	0.138972671397908	0.18918124928288	0.159118294912604	0.159560364657817	0.149598574907731	0.166578664910223	0.148401023806279	0.269109317672019	0.135212566071981	0.437056531439332	0.39872037234493	0.139664359401598	0.108091734994624	0.299724893679911	0.434799889933469	0.104781521650978	0.20706768893494	0.117143877335347	0.188573994366798	0.10729516390622	0.213873259193029	0.192670409246441	0.124375786304744	0.110328490830473	0.158299661186158	0.122329114380907	0.220501785169101	0.158744015291553	0.163304735567596	0.126242527122224	0.147306368694513	0.136135721702051	0.173950399750937	0.1695407183386	0.132182476498241	0.204607464879572	0.184285181138361	0.117045356555119	0.151173916145713
cg00117172		NA	0.0243517708654639	0.0464278901668329	0.0209701451558855	0.0813655617696036	0.0278397329055451	0.0302152739828567	0.037470313262425	0.0210591699827931	0.033712569048959	0.0229112371962196	0.0328048836363098	0.0243706727751018	0.191460587305937	0.0385113184013144	0.027258222898922	0.0348595915787	0.0354700344042161	0.0236517865923242	0.0307843026770093	0.0460266680945243	0.0541274921715545	0.0281164140367023	0.0357492717574633	0.025588609617011	0.0371392964740414	0.0278724947592427	0.0195172051422508	0.0552467522088025	0.0248222540918082	0.0783475508497988	0.195703613759301	0.0316232389059771	0.0327969871724669	0.0305532422182828	0.269463870392747	0.164395081246029	0.0305574733295768	0.0224517583033431	0.0351195933119305	0.0644830588087733	0.0302757161477188	0.0357049630046242	0.0330277065058111	0.0533715177624311	0.0276336378572515	0.030893419545398	0.324846022195868	0.0219846493993076	0.0365017189402355	0.0257883258788491	0.0371521873491739	0.0265808477061476	0.0850860103777144	0.032946452527518	0.025310274969979	0.0282576574855476	0.0458278471892633	0.0399533886362922	0.0238956463640342	0.0298366177741205	0.0436243664584065	0.0317409201627036	0.0515292821233719	0.0268841329937946	0.025844619565381	0.0445711273414085	0.0454595723528655	0.274978483076566	0.436475734889222	0.0349280071309732	0.446238574341264	0.11421208171148	0.0381210645448895	0.0257257516464585	0.029273069370604	0.0202145454429	0.0388047643927698	0.463887630072931	0.0230956961777077	0.170870894742439	0.024753593148441	0.0271066516415499	0.0374722246224615	0.0237974888335236	0.0410221014247271	0.0293021765683612	0.0260283612614859	0.0335112195905884	0.034969560546666	0.0257883305189732	0.028293962459729	0.174688579592991	0.0802864676217254	0.413549472996052	0.0590407890609476	0.0809719384466787	0.0932783944780433	0.0533130959141244	0.0286708131832313	0.0372590107942663	0.0460564605453545	0.0348437306056335	0.0949442759071765	0.0357283691629905	0.0335065572674037	0.297440987696829	0.0336674563450443	0.188437780557468	0.042033679309138	0.0455201555671281	0.10466840135706	0.0342391002010197	0.0211674786778545	0.0257548227381381	0.0408057330917971	0.0232719934530587	0.0176736768467806	0.0255111439478231	0.037941824265039	0.0301384841758247	0.0689069959425293	0.0433510374812505	0.0958393646579678
cg00129774		NA	0.0211851892662677	0.0224316956253895	0.0282017474271058	0.0251126397359517	0.0312073262938469	0.0255614676052809	0.022646580213231	0.0281220581352718	0.0342845125085569	0.0310229190345669	0.0291182134010981	0.0263651306329524	0.023415007757371	0.0262629766089701	0.0243120676298321	0.0283709536636073	0.0310991976543761	0.022132375274941	0.0248439032764774	0.0235336375139103	0.0300793996971368	0.0367986843055458	0.0265144620519841	0.0338811583160026	0.0272481970598934	0.0289264177755186	0.0254998637057033	0.0326624893702203	0.0310328721429353	0.0309696092445297	0.0258637708994692	0.0238932596031321	0.030020141828358	0.0352001622523848	0.0228789643871681	0.0223325822893346	0.026366420922277	0.0206414714726335	0.0244399760290293	0.0234338408051549	0.0282986164532675	0.0229709093784669	0.0328749337365826	0.0318092846807431	0.0381046813798268	0.0395615538155745	0.0250413632911227	0.0341354634292242	0.0271474123899453	0.0259315868901021	0.0263519748286743	0.0334177517188245	0.0306022622852185	0.0243399884410202	0.0257144760557706	0.0311213810029523	0.0344195552558039	0.0280423440453991	0.0335468895927116	0.0272044593671489	0.0221424487358959	0.0341904614539195	0.0271089889865294	0.0303757413229748	0.0287610741864818	0.0273907896301893	0.0299009691765968	0.0296782815140508	0.0256726210400623	0.0230977615184714	0.0218242497918157	0.0270964099650696	0.0263137912569217	0.0303216686218186	0.0325671543209199	0.0327218063076007	0.0271216031651317	0.0246423775628432	0.0215959825326071	0.0243093943011779	0.0236101944691226	0.0243703869502008	0.026521333693802	0.030050671834436	0.0264035722969555	0.0274184130161201	0.0250771940545152	0.0277413864901408	0.0280474372476965	0.0341146840098505	0.0240128527109083	0.0247999643773455	0.0313193523522566	0.0278912757069374	0.0278095932991555	0.0373906508548618	0.0222889040573576	0.0226336697631611	0.0314913203956533	0.0256994529563235	0.033500730549723	0.0271564703190937	0.0260692330007286	0.0281507447754302	0.0224974112176573	0.0278692787468817	0.0281437167158555	0.0309761072863216	0.0285813096074383	0.0292754364248433	0.0270026463967341	0.0267516113346329	0.030459685313567	0.0311261986675617	0.0310753256255822	0.0316564153909199	0.0277889509425185	0.0251237270559091	0.0310191662127795	0.0241342485785535	0.033390370131707	0.0304696781792271	0.0287507892822302
cg00210842		Body	0.0168559052079097	0.0183799341425799	0.0291936382130228	0.0178351123785433	0.0190994777006301	0.0213100163354507	0.0250193210133193	0.0193109917065043	0.0237740240789882	0.0213304015999041	0.0248240942993836	0.0205235756104461	0.0228523091030311	0.0174692660075647	0.0218262923397223	0.0187236717539938	0.0271009822210372	0.019808348730553	0.0185325751098677	0.022546363723917	0.0197528424965822	0.0241961988928958	0.0161288864352612	0.0212627809806792	0.0308195354258067	0.0200520256224492	0.0217289510997536	0.0222111212795377	0.021184618544997	0.0256623509279231	0.0168755345985679	0.0183559716104782	0.0238199082153704	0.021413586193169	0.0187357892177118	0.0200590027907088	0.023365442544272	0.0200182041912343	0.0197537679558128	0.019070689718734	0.0195042643681016	0.0208097555550169	0.0239485659599819	0.0239702735210621	0.0258029203123214	0.0272311112760406	0.0195654491982274	0.0251473050833935	0.0188773666110757	0.0191162807939069	0.020807963792967	0.0257748944259105	0.0261123141137751	0.0188300502051848	0.0231727603091593	0.0273673439255711	0.0216614569928232	0.0161974082165301	0.0159132545380229	0.0241946912054021	0.0225525291511001	0.0225570519439639	0.0211839568996496	0.0244711830039152	0.0221592361018852	0.0216045084121912	0.0288254507253663	0.0228208536642521	0.0222389944018889	0.0182822831347789	0.0199613601836072	0.0186510605703392	0.017002832231787	0.0188743785960611	0.020570437927924	0.0221849727129628	0.020294801827587	0.0220271095743171	0.0199006173037617	0.0202514164985474	0.0224621495301778	0.0282292656402093	0.0223533864136171	0.017373550752634	0.0376625804189777	0.0213026425328164	0.0183622414288474	0.0225877540138273	0.0213026012717125	0.0238487296859622	0.0205885154836398	0.0240729306201446	0.0283035086397164	0.0292353978102532	0.0222318792265153	0.0234082134272138	0.017483031904284	0.0200910052467805	0.0223897111871341	0.0187268392514861	0.0323059989657629	0.0213330047912088	0.0187994275479224	0.0231079203028079	0.0197073533727007	0.0208335406563654	0.0232958025737946	0.0205145954270142	0.0232529176998542	0.0228265627567773	0.0181754318854129	0.0282295919149205	0.0245027459294018	0.0214252477089301	0.0183061783377265	0.0229667540700796	0.0174802837253964	0.0189487776468287	0.0302555895323868	0.018504538674526	0.023867331679814	0.0228399901092557	0.0212714428975446
cg00354258		TSS1500TSS200TSS1500	0.816906502465454	0.872712152690091	0.835281322553031	0.887382113887113	0.482228024665559	0.691118173207548	0.906164770697077	0.771393428651016	0.917743924225182	0.938909131782084	0.944807705601945	0.921027137460271	0.915756259303764	0.895891344541551	0.875690598651303	0.783622113993841	0.829757928511767	0.894350928788357	0.66829867013709	0.819987374834671	0.914899920994447	0.902088338268572	0.920589383496403	0.869728127494125	0.876299490761374	0.944815754075615	0.804305865385796	0.908160227875173	0.861527111281825	0.821948194442534	0.808912825202171	0.925379516231277	0.86584968610875	0.822004603875055	0.888562483603718	0.827094692717854	0.835568492734541	0.753127425492923	0.88513673287457	0.770894778462767	0.832903652971982	0.889509940292994	0.879109099180079	0.90989332061562	0.816747476327153	0.737321727010964	0.908938183602786	0.818000789432606	0.88339215520994	0.800609688930383	0.88574213546706	0.880867337631971	0.818556497450645	0.844788094315473	0.774247543408405	0.777958054894253	0.924460172906473	0.843789621909409	0.853349302775528	0.890277868239426	0.931427918047605	0.915280459598294	0.889762839189422	0.790836674992866	0.891097034289259	0.897705907042184	0.922457433859067	0.864074550561695	0.830021493093476	0.766618247894365	0.931253096830239	0.777334758816853	0.917351213985046	0.861543632034806	0.877764890613727	0.833041821351725	0.902566226173509	0.75632650938976	0.928951909476076	0.904123201713797	0.934724639092113	0.835491859669568	0.902587665221593	0.887181093730911	0.767976561213753	0.878443610518602	0.919242727313907	0.882910142252388	0.53151088400513	0.923538619830208	0.884399088070788	0.89850654601042	0.842074176696329	0.678051344132407	0.887254876847263	0.872313202512639	0.877963647895927	0.694334043251095	0.908345136033749	0.907651611420897	0.868784643658286	0.928671550967651	0.906213530878336	0.885308990956232	0.861247859917763	0.905859664924289	0.837958984280711	0.90047387085811	0.887153027669754	0.843412497436828	0.903098398950075	0.892576605239471	0.892950641007136	0.900999479836317	0.910882470536967	0.840466159058227	0.797200144630097	0.831811315351585	0.77779829541336	0.891458446049829	0.88402825956363	0.878151091643611	0.892724489497257
cg00399483		Body	0.23480322133753	0.183101541176946	0.17791701667354	0.202173808124115	0.17069485093511	0.241089578143438	0.772292240083663	0.237945231427905	0.285106647378884	0.209175828981142	0.246521056983699	0.272233137449209	0.394661112543553	0.105526940792813	0.210228189240977	0.194785214506796	0.20818540257912	0.23450681861417	0.279196119515515	0.281622582515888	0.241531357415249	0.215986531319961	0.109098834375773	0.192218432868869	0.226265470498228	0.141135289810438	0.229406150213792	0.181238284555822	0.372844530772381	0.170133126106871	0.28437419633232	0.123793445245045	0.241177072224178	0.236107392919892	0.171672077359747	0.227827838054213	0.240086882273267	0.177523652415491	0.197308397040042	0.175931901362108	0.222575833115779	0.195789365266816	0.231334412323823	0.297377099384667	0.238055549049919	0.191446131038821	0.0956444410483627	0.234241987272634	0.2294307475946	0.17776509568031	0.253077637814276	0.220185838561481	0.241375260586924	0.380958946229625	0.26683708751957	0.3299551215995	0.216122660194215	0.195664991017361	0.227490385864555	0.3607744059361	0.523584399327255	0.253240660521254	0.221013872885645	0.218426437632484	0.210732719802651	0.187027125063736	0.147830994678247	0.160023953346838	0.111112290181921	0.169885563739519	0.0909078570582173	0.236236212907058	0.155536091012912	0.254055978053451	0.168973721662811	0.241880285386679	0.53881408583663	0.417218113416381	0.203955646832001	0.201649832636326	0.312949693484859	0.278430840418095	0.233092377797246	0.243022572971057	0.249102275061383	0.259699698391374	0.201351449798669	0.176285213158041	0.172161374221429	0.260347867827016	0.2555473114066	0.2303371524596	0.250065310025006	0.199317383182568	0.448673310431086	0.199566359033243	0.476892547223527	0.420211348254337	0.633430625671009	0.0947220025033017	0.403549467180803	0.172758617781421	0.115065761721248	0.181758313617977	0.204822710208968	0.192961185632561	0.20026445878859	0.524156425823151	0.153347173057888	0.167653470590444	0.534302286083619	0.263271463091069	0.216744841125759	0.326988143734302	0.241419587112128	0.265251423442548	0.535336348225094	0.589206299670594	0.244337882705288	0.266175445313323	0.249210910341827	0.186403517652599	0.296032026340426
cg00418150		Body	0.257723589144779	0.701874568987528	0.314976246416455	0.496966874478077	0.563474053765379	0.344917918404201	0.561401399782184	0.353450927599259	0.358309861284534	0.317398735182885	0.425516823207804	0.499988219501108	0.566435173702187	0.714501392420798	0.358340386666745	0.445351531133312	0.364720680552405	0.332419355003627	0.391518531978696	0.391304099582096	0.390656620104389	0.28578724217307	0.703854661194568	0.276621542710267	0.409479502622142	0.233349210409886	0.387510137875707	0.498647043444468	0.758746479140313	0.406859695930515	0.328951209615365	0.51463436372729	0.340518389064414	0.352667884073865	0.582934170405225	0.505305361279291	0.303178329320667	0.382890411413177	0.350290566471	0.385289905959175	0.415339193527303	0.297335834532174	0.365311721350543	0.41761932531131	0.388054952675711	0.509633497570565	0.794274490690772	0.361446470823363	0.558011653590045	0.290018346242197	0.238571489756771	0.381777220161353	0.370988010395118	0.363735174413009	0.369830399827792	0.435235755257719	0.316620204787944	0.413999638822577	0.344459270838643	0.628749942864643	0.494757618237353	0.36769614602543	0.453934753584128	0.29667102523606	0.425349029699665	0.69343317412591	0.628865149878028	0.638545819690175	0.732616835601792	0.423964182603296	0.79535910398465	0.341302849958154	0.643971243437569	0.390635818416152	0.262972724660028	0.265907259775643	0.715247434354648	0.504008873568419	0.36314815664108	0.335262819786071	0.241574708813942	0.593690422685762	0.360694601047667	0.301344044361658	0.326116697864352	0.406843502982196	0.48113498960873	0.399797633394489	0.591356863073854	0.411961914843033	0.489198786492719	0.432168914467207	0.396230595998709	0.410323972530573	0.786203731328255	0.40828277773376	0.849473131926205	0.666951961132784	0.631649180709881	0.697177959953654	0.370799508199325	0.367660252989837	0.68478011274213	0.446921100903324	0.455239333378667	0.37955949796654	0.293626487439282	0.764153555161485	0.584341839469655	0.508921288551974	0.649817210707595	0.413501177505105	0.36999750929774	0.291884494173293	0.493106841344821	0.358929712181893	0.557638703603666	0.446246304669386	0.333625070914291	0.436113022569878	0.309447140967783	0.680557867191552	0.416964436674233
