chromosome	start	end	same_chr/new_chr	length_ratio/new_pos	file
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
chr1	2479831	2486245	True	-0.9997	/Users/suny1/data/datahub/public/prad_mich/prad_mich_data_cna_hg18.seg
