hsa-mir-103-1		0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	-1	-1	0	-1	1	-1	1	0	1	0	1	0	0	0	0	0	0	0	0	2	1	-1	0	0	1	1	-1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	-1	1	1	0	-1	2	2	0	0	0	0	-1	0	-1	1	1	-1	0	1	0	1	1	0	-1	-1	0	1	0	0	1	0	-1	-1	0	1	0	0	1	0	0	1	0	0	0	-1	0	0	0	-1	-1	-1	0	1	0	1	1	-1	1	1	0	-1	-1	0	1	0	0	0	0	0	0	1	-1	-1	0	0	-1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	-1	1	0	-1	1	-1	0	1	-1	0	-1	-1	0	1	1	0	-1	0	-1	0	0	1	-2	-1	-1	-1	-1	0	0	0	0
hsa-mir-103-1-as		0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	-1	-1	0	-1	1	-1	1	0	1	0	1	0	0	0	0	0	0	0	0	2	1	-1	0	0	1	1	-1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	-1	1	1	0	-1	2	2	0	0	0	0	-1	0	-1	1	1	-1	0	1	0	1	1	0	-1	-1	0	1	0	0	1	0	-1	-1	0	1	0	0	1	0	0	1	0	0	0	-1	0	0	0	-1	-1	-1	0	1	0	1	1	-1	1	1	0	-1	-1	0	1	0	0	0	0	0	0	1	-1	-1	0	0	-1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	-1	1	0	-1	1	-1	0	1	-1	0	-1	-1	0	1	1	0	-1	0	-1	0	0	1	-2	-1	-1	-1	-1	0	0	0	0
hsa-mir-103-2		1	0	0	1	0	0	0	-1	0	1	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	-1	0	-1	-1	0	-1	-1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	-1	-1	0	0	2	1	0	0	0	0	-1	1	0	0	0	-1	-1	0	-1	-1	0	0	1	0	0	0	0	0	1	-1	0	0	1	-1	1	1	-1	0	1	0	0	0	0	0	-1	1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	1	-1	0	-1	-1	-1	1	1	-1	-1	-1	1	0	0	1	0	0	-1	1	-1	0	1	2	0	0	1	0	-1	0	1	0	1	1	0	0	-1	0	-1	1	0	-1	0	0	-1	0	-1	0	1	0	-1	0	0	1	1	1	-1	-1	0	-1	0	0	0	1	-1	1	0	-1	-1	0	-1	-1	0	0	1	-1	2	1	-1	0	-1	1	1	-1	-1	0	2	-1	-1	0	0	1	1	0	-1	1	0	0	-1	0	-1
hsa-mir-103-2-as		1	0	0	1	0	0	0	-1	0	1	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	-1	0	-1	-1	0	-1	-1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	-1	-1	0	0	2	1	0	0	0	0	-1	1	0	0	0	-1	-1	0	-1	-1	0	0	1	0	0	0	0	0	1	-1	0	0	1	-1	1	1	-1	0	1	0	0	0	0	0	-1	1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	1	-1	0	-1	-1	-1	1	1	-1	-1	-1	1	0	0	1	0	0	-1	1	-1	0	1	2	0	0	1	0	-1	0	1	0	1	1	0	0	-1	0	-1	1	0	-1	0	0	-1	0	-1	0	1	0	-1	0	0	1	1	1	-1	-1	0	-1	0	0	0	1	-1	1	0	-1	-1	0	-1	-1	0	0	1	-1	2	1	-1	0	-1	1	1	-1	-1	0	2	-1	-1	0	0	1	1	0	-1	1	0	0	-1	0	-1
hsa-mir-1183		0	0	1	0	0	2	0	-1	0	1	0	0	1	1	0	1	0	-1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	-1	0	0	0	0	0	1	0	1	-1	1	0	0	-1	0	1	0	0	0	-1	0	1	0	0	1	0	0	-1	0	-1	0	0	0	1	-1	0	0	1	1	1	1	0	1	1	0	1	-1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	-1	1	1	1	1	0	0	0	1	0	0	-1	0	0	2	0	0	0	1	0	0	0	1	-1	2	0	0	-1	0	-1	0	1	1	0	1	0	0	1	0	-1	0	0	0	0	-1	1	-1	-1	0	1	-1	1	0	1	-1	0	0	0	1	0	0	1	0	-1	1	1	0	0	1	1	1	1	1	0	2	2	1	1	0	0	-1	0	-1	0	1	1	0	1	0	1	1	1	0	0	-1	0	1
hsa-mir-1201		-1	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	1	0	0	1	0	1	0	-1	0	1	1	0	0	-1	0	0	0	2	-1	1	-1	-1	1	0	-1	0	-1	0	-1	1	0	0	0	0	-1	-1	1	-1	-1	-1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	-1	-1	0	-1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	-1	0	0	0	0	1	0	1	1	1	0	-1	-1	-1	-1	0	1	1	0	0	1	1	0	2	0	0	-1	-1	-1	0	0	0	0	0	1	-1	0	0	1	1	-1	0	1	0	1	2	1	0	-1	1	0	0	1	0	1	1	0	1	-1	0	1	0	0	0	0	-1	1	-1	0	-1	1	0	-1	1	0	0	1	0	0	0	0	0	0	0	1	-1	1	1	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	0	1	0	1	-1	1	1	1	1	1	0	-1	1	-1	0	1	0	1
hsa-mir-1202		0	0	0	0	0	0	0	-1	0	1	0	0	0	0	2	-1	1	2	0	0	1	0	1	0	0	0	-1	1	-1	0	-1	0	0	0	0	-1	1	0	0	1	0	0	0	-1	0	1	0	0	0	2	0	1	0	0	1	-1	0	0	-1	0	1	-1	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	0	1	1	-1	2	0	-1	-1	0	-1	0	0	0	1	-1	-1	1	1	0	1	0	1	0	1	0	0	1	0	-1	0	1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	-1	0	-1	0	0	0	1	0	1	0	1	0	1	-1	0	0	1	0	1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	0	0	1	0	1	0	1	0	1	-1	0	0	0	0	1	0	-1	1	0	1	1	-1	1	-1	-1	1	1	0	0	1	-1	0	-1	1	0	1	-1	-1	1	0	1	-1	0	-1	1	-1	0	1	0	-1
hsa-mir-1245		-1	0	0	-1	0	0	0	2	0	-1	0	0	-1	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	1	1	1	-1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	-1	-1	1	0	-1	0	-1	0	0	0	-1	0	0	0	-1	-1	0	0	0	1	0	0	0	1	0	2	0	0	-1	1	-1	0	0	-1	1	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	1	0	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	0	1	-1	0	-1	0	1	-1	0	0	0	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	2	0	0	0	0	-1	0	-1	-1	0	0	1	0	0	0	0	0	0	0	1	-1	0	0	0	0	-1	0	1	1	0	-1	-1	-1	-1	1	-1	0	-1	0	-1	0	1	0	-1	0	-1	-1	0	1	-1	0	-1	-1	0	0	0	1	0
hsa-mir-1254		0	0	0	-1	0	0	0	-1	0	-1	0	0	1	-1	0	-1	0	-1	0	0	0	0	-1	0	-1	-1	-2	-1	-1	-1	0	-1	-1	-1	0	-1	0	1	0	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	1	0	0	0	0	0	0	-1	1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	0	-1	-1	0	0	0	-1	-1	-1	-1	1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	-1	-1	-2	1	1	-1	1	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-2	-1	0	-1	1	-1	0	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	1	-1
hsa-mir-1256		1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	-1	0	-1	0	0	1	-1	0	0	0	0	0	-1	0	1	1	1	0	0	-1	0	1	0	0	0	0	0	0	1	0	1	1	0	-1	0	0	-1	0	1	0	1	-1	0	0	0	0	-1	0	1	1	0	-1	-1	-1	0	0	0	1	-1	1	0	0	1	1	1	1	1	-1	0	-1	1	0	0	0	1	0	-1	1	1	0	1	0	1	1	0	1	1	0	0	2	1	2	-1	1	1	1	0	0	0	0	0	0	0	1	0	0	-1	1	-1	0	0	1	0	1	-1	-1	0	0	0	-1	1	1	0	1	0	0	-1	-1	-1	0	0	0	-1	-1	-1	1	1	-1	1	1	1	2	1	0	1	0	0	-1	1	-1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	-1	1	0	1	-1	-1	-1	-1	0	1	1	0	1	0	-1	2	1	0	0	0	0	1
